Results of 
DepthFilter: -10000.0 - 0.0 meters
	
- - - - - - - - - - - - - - - - - - - -

(58.25, -155.14), mag = -1.30, depth = -3540.00, title = 101km ESE of King Salmon, Alaska
(45.84, -122.23), mag = 0.90, depth = -9560.00, title = 13km ESE of Yacolt, Washington
(46.76, -122.38), mag = 0.90, depth = -8730.00, title = 15km SW of Eatonville, Washington
(48.52, -122.67), mag = 0.90, depth = -9330.00, title = 4km WNW of Anacortes, Washington
(46.85, -121.76), mag = 1.00, depth = -1470.00, title = 27km NNW of Packwood, Washington
(47.72, -120.27), mag = 1.00, depth = -4170.00, title = 6km NW of Entiat, Washington
(46.85, -121.75), mag = 1.20, depth = -730.00, title = 27km NNW of Packwood, Washington
(46.85, -121.76), mag = 1.30, depth = -1450.00, title = 28km NNW of Packwood, Washington
(47.74, -122.75), mag = 1.30, depth = -4810.00, title = 7km W of Poulsbo, Washington
(46.21, -122.17), mag = 1.40, depth = -4850.00, title = 39km NNE of Amboy, Washington
(46.85, -121.76), mag = 1.50, depth = -1030.00, title = 28km NNW of Packwood, Washington
(46.20, -123.02), mag = 1.90, depth = -5190.00, title = 4km NNW of West Longview, Washington
(44.66, -110.02), mag = -0.30, depth = -5820.00, title = 68km ENE of Old Faithful Geyser, Wyoming
(44.35, -110.55), mag = 0.60, depth = -1660.00, title = 25km ESE of Old Faithful Geyser, Wyoming
(44.35, -110.56), mag = 0.70, depth = -2080.00, title = 24km ESE of Old Faithful Geyser, Wyoming
(44.09, -110.33), mag = 0.80, depth = -8170.00, title = 56km SE of Old Faithful Geyser, Wyoming
(44.35, -110.56), mag = 1.00, depth = -1670.00, title = 24km ESE of Old Faithful Geyser, Wyoming
(44.35, -110.56), mag = 1.20, depth = -2110.00, title = 24km ESE of Old Faithful Geyser, Wyoming
(-30.29, -177.84), mag = 4.90, depth = -10000.00, title = 113km S of Raoul Island, New Zealand
(-32.41, -178.06), mag = 5.30, depth = -10000.00, title = 134km SE of L'Esperance Rock, New Zealand
(-29.77, -176.27), mag = 5.60, depth = -10000.00, title = 168km ESE of Raoul Island, New Zealand
(-17.44, -176.60), mag = 4.90, depth = -10000.00, title = Fiji region

=======================================

found 1543 that match the criteria.
